frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1417,625,[2282.5735774653326 1459.7273246064715 2946.746413733847 2076.08912271139],[2517.451171875 1874.7928466796875 2727.642333984375 1973.1845703125],0.707740247,LP14LJA,0.379743747
1417,607,[684.9730801303906 1426.214424506421 1484.0489621070506 2141.618679322075],[977.830322265625 1996.991943359375 1209.360595703125 2103.509521484375],0.700075686,NL64OGY,0.385199131
1418,625,[2283.9858914764845 1464.9410054279392 2947.154474743478 2079.7580929047613],[2516.3994140625 1883.422119140625 2727.666015625 1979.410400390625],0.708328724,LP14LJA,0.260611688
1419,625,[2286.077225080154 1468.2745333707269 2954.93993403599 2088.191653692472],[2524.2978515625 1892.8572998046875 2730.598388671875 1989.4732666015625],0.695497394,LP14LJA,0.31455122
1420,625,[2288.1250730135466 1471.9434608322676 2958.0541105135208 2092.3954396216577],[2529.632080078125 1896.296630859375 2732.67041015625 1992.052001953125],0.690485477,LP14LJA,0.374687948
1421,625,[2285.772367557543 1475.822169503956 2956.178860041673 2096.944286737341],[2531.771728515625 1900.6878662109375 2734.286376953125 1993.41650390625],0.694280267,LP14LJA,0.313329889
1422,625,[2282.872089542945 1480.9844240406655 2956.423733116761 2106.251900097762],[2534.55615234375 1908.580078125 2742.48193359375 2000.977294921875],0.696776986,LP14LJA,0.29471935
1422,607,[682.8174228832696 1460.9075000070497 1473.4651010606794 2141.5061751882768],[960.5747680664062 2040.83349609375 1188.578369140625 2148.00244140625],0.687889993,NL64OGY,0.385881922
1423,625,[2283.5167675621424 1485.1302688610408 2958.86220461138 2113.0805152035346],[2537.8544921875 1909.0155029296875 2744.012939453125 2002.5750732421875],0.697434366,LP14LJA,0.422829286
1423,607,[684.0301143925285 1466.2272370514315 1477.1418273854192 2141.251845564651],[955.582763671875 2042.981689453125 1187.2943115234375 2154.753662109375],0.691899061,NL64OGX,0.713523709
1424,625,[2286.9622467093322 1490.122208818946 2962.418650009351 2118.2190026859366],[2536.506591796875 1918.852294921875 2741.682861328125 2011.54833984375],0.697532713,LP14LJA,0.538700745
1425,607,[672.987875375603 1482.937977498117 1465.6490838079258 2141.6106226234033],[950.6923828125 2066.9638671875 1182.8397216796875 2160.0],0.694747627,NL64OGX,0.519149571
1425,625,[2288.040347476729 1494.1215660944608 2966.2287408408442 2125.2762088316035],[2539.1025390625 1924.1484375 2740.17724609375 2016.235107421875],0.688522696,LP14LJA,0.324729469
1427,625,[2295.7151783005397 1503.2600742395698 2974.9991086581354 2133.9091275267483],[2543.296142578125 1929.5694580078125 2754.34716796875 2029.5406494140625],0.680645108,LP14LJA,0.734663975
1428,625,[2299.6446798552565 1508.5735417062428 2975.099456281521 2134.9119581190516],[2546.472412109375 1937.9256591796875 2758.08544921875 2038.7698974609375],0.680031896,LP14LJA,0.170678958
1431,625,[2308.0994334954185 1520.5844121284667 2980.108055009549 2140.420840331875],[2548.88720703125 1958.0313720703125 2768.671142578125 2060.62744140625],0.720019042,LP14LJA,0.40774935
1438,625,[2329.5125833507955 1553.4203050483804 2987.1105563618935 2140.5312601543765],[2563.57470703125 1998.5712890625 2783.111572265625 2092.8076171875],0.707421362,LP14LJA,0.501027961
1441,625,[2342.1158857327628 1570.239064038086 3000.106713129265 2141.5457686762766],[2565.750732421875 2013.3494873046875 2785.976318359375 2108.895263671875],0.721046507,LP14LJA,0.197931133
1606,798,[1044.4747244010878 1036.6944925726862 1558.3057712717573 1524.9386658978465],[1213.565185546875 1354.16015625 1350.0399169921875 1423.1011962890625],0.34049356,CE61MYL,0.590505935
1611,798,[1030.767185129656 1052.592853121161 1565.0095972061881 1563.000786061757],[1225.6201171875 1387.0594482421875 1347.64892578125 1456.899169921875],0.289066851,CE61MYL,0.212248412
1618,798,[1015.8324180360611 1070.9496491532625 1555.7497680235733 1580.6803707481508],[1206.131591796875 1400.923828125 1338.658447265625 1470.2479248046875],0.505630195,CE61WYL,0.596444437
1623,798,[1002.6520758076907 1085.7721481725926 1551.1234235891507 1604.946177966653],[1198.259521484375 1417.660400390625 1323.58349609375 1501.0103759765625],0.439018488,CE61MYC,0.306823441
1624,798,[1001.318578328263 1087.3026856876359 1552.0133583980664 1609.7626609951712],[1200.0875244140625 1420.538818359375 1324.9735107421875 1502.1214599609375],0.481058955,CE61MYU,0.114567432
1625,798,[996.8828390435368 1088.923214243977 1550.3711857084618 1614.3875593555554],[1193.81103515625 1420.9791259765625 1320.7728271484375 1495.6673583984375],0.283867627,CE51CYE,0.219178986
1629,798,[991.4233625782022 1100.36434887238 1548.8428813685819 1629.9552522160711],[1193.704833984375 1442.39794921875 1336.1693115234375 1519.072265625],0.387533098,CE61NYL,0.4610088
1630,798,[988.4474163952461 1104.4493414675758 1547.0009427243344 1635.5679707840306],[1192.1097412109375 1446.7276611328125 1328.4449462890625 1518.76025390625],0.401681989,CE51NYL,0.348513603
1631,798,[984.3010811064618 1107.2657193440125 1548.4853649172028 1645.3784689862046],[1186.3154296875 1449.703125 1316.8564453125 1519.32275390625],0.524367273,CE61MYL,0.211941989
1636,798,[964.864236987315 1125.5747966742617 1539.3456025790151 1670.808979463352],[1186.938720703125 1467.0260009765625 1324.203369140625 1549.7830810546875],0.296402991,CE61VYL,0.320483099
1638,798,[966.917905562095 1135.9032365792843 1537.588814711168 1675.4558948632207],[1170.449462890625 1475.6268310546875 1320.4066162109375 1557.6749267578125],0.322201103,CE61MYL,0.203966288
1640,798,[961.5235175604845 1139.0344001976105 1534.789167859045 1678.803733666698],[1160.2119140625 1471.65380859375 1310.7198486328125 1562.520263671875],0.410073638,CE61MYL,0.524369921
1641,798,[961.8636844700666 1141.6361022339852 1536.0758870897057 1681.926487732044],[1163.904541015625 1487.8209228515625 1317.871337890625 1566.290771484375],0.425185591,CE51MYL,0.286584993
1643,798,[959.5390768942318 1144.8961695520875 1536.518325245535 1686.580174024697],[1155.692138671875 1495.1580810546875 1309.7720947265625 1569.4783935546875],0.304960102,CE61UYL,0.606835708
1644,798,[957.3427857625978 1149.3219875090126 1537.47268469021 1694.5236298531588],[1160.980712890625 1496.0010986328125 1313.4288330078125 1571.596923828125],0.414290786,CE61MYL,0.543762933
1645,798,[953.0247360813104 1154.0832502188327 1536.374751925866 1702.3733839863032],[1173.5213623046875 1499.52880859375 1310.8084716796875 1576.27197265625],0.456261307,CE61MYL,0.687368457
1647,798,[946.2157743291541 1162.3285381694116 1531.0634018812261 1709.956383028266],[1153.8238525390625 1511.5751953125 1326.1341552734375 1599.409423828125],0.471799791,CE61MYL,0.174670615
1649,798,[939.2060829550823 1168.255530516459 1528.3975752459332 1717.2576028855622],[1149.3475341796875 1520.02197265625 1317.5621337890625 1604.38671875],0.461752295,CE61UYL,0.337596303
1651,798,[937.5118639182524 1174.3930290343087 1525.062746717395 1718.3941004019994],[1159.27734375 1522.811767578125 1315.327880859375 1608.8489990234375],0.253541529,CE51VYL,0.143467399
1652,798,[938.0746239949593 1177.1354298171368 1526.1626260025819 1720.9241657210725],[1157.83056640625 1540.9573974609375 1308.734619140625 1610.8758544921875],0.351343364,CE51LYL,0.395188626
1653,798,[938.7532457382322 1179.4733080130193 1527.606613369927 1723.523235415561],[1140.83642578125 1540.5711669921875 1314.107666015625 1617.4219970703125],0.411514252,CE61LYL,0.295649743
1654,798,[937.0029234027597 1181.5034884220822 1530.0480336582737 1729.8449793539198],[1147.787109375 1542.0882568359375 1311.4981689453125 1618.3209228515625],0.561490536,CE61LYL,0.140455287
1655,798,[931.7437841851333 1183.1499057971257 1531.0384938538332 1738.1632420064038],[1141.93212890625 1544.1812744140625 1314.895263671875 1617.8739013671875],0.478024542,CE61WYL,0.571388282
1656,798,[923.3380711916425 1185.691200382721 1527.3011092731126 1744.6383800741796],[1142.02587890625 1545.8543701171875 1308.52294921875 1630.150634765625],0.588533759,CE61CYL,0.180508774
1657,798,[917.3396455775462 1188.7461371350478 1525.9015965893523 1752.1573665666917],[1149.881103515625 1550.318115234375 1301.8507080078125 1629.3486328125],0.475613266,CE61NYL,0.457649655
1658,798,[914.5281897365512 1193.3127962869412 1520.9896566743946 1753.812184340448],[1154.6015625 1554.774169921875 1298.1966552734375 1636.9376220703125],0.288740188,CE61NYL,0.371795986
1660,798,[908.8837758643624 1204.028857271817 1515.4329656876473 1761.9141366239276],[1137.06884765625 1565.96044921875 1282.641357421875 1645.73876953125],0.28810665,CE61MYL,0.45284569
1665,798,[900.8000231622195 1218.27297736928 1514.900077903972 1774.6454305464326],[1124.93603515625 1594.529052734375 1274.9818115234375 1670.62255859375],0.512872458,CE61MYL,0.145721033
1666,798,[898.5047000724466 1221.5124605138822 1512.5254675283513 1777.1175590934645],[1132.38134765625 1596.9730224609375 1278.1058349609375 1672.234130859375],0.494410515,CE61LYL,0.150800967
1667,798,[891.8301974722485 1227.8531368977729 1514.9704057492786 1791.470109670846],[1114.18359375 1593.952880859375 1268.69482421875 1682.874755859375],0.590441287,CE61MYL,0.554061781
1669,798,[883.5832031915486 1233.2430408526857 1514.9549338606992 1804.473194231978],[1121.896484375 1613.1826171875 1287.73291015625 1697.512939453125],0.447612613,CE61WYL,0.323948499
1670,798,[880.5890602157158 1235.9804179525315 1515.0105312052958 1810.1125582475154],[1118.6268310546875 1622.9666748046875 1282.8807373046875 1699.3472900390625],0.357390314,CE61WYL,0.274692208
1671,798,[879.7450778594805 1240.593990922994 1513.9888897101428 1814.363139909729],[1139.663818359375 1633.748779296875 1292.9615478515625 1703.0732421875],0.415587574,CE61MYL,0.255286408
1672,798,[875.1658022906488 1242.1880546155598 1513.156311392885 1820.2006390364904],[1116.037109375 1626.613037109375 1272.62451171875 1703.5982666015625],0.53304714,CE61CYL,0.244092408
1673,798,[870.6291799367904 1246.8031197951882 1512.9444411255622 1829.7286168523292],[1107.4212646484375 1633.2005615234375 1271.1448974609375 1714.2001953125],0.58931154,CE61CYL,0.371838907
1674,798,[868.1391902805954 1249.7467666486045 1515.3174006398722 1839.3038633833492],[1104.1695556640625 1640.9307861328125 1267.8109130859375 1713.8404541015625],0.571469784,CE61CYL,0.191434017
1675,798,[866.6757799715846 1251.6117839353906 1515.436262873976 1844.7327238392782],[1101.661865234375 1637.651123046875 1271.71435546875 1716.1414794921875],0.622529626,CE61WYL,0.248370528
1676,798,[865.1135131102449 1255.8213263879074 1512.438796848996 1848.9256838215415],[1106.391845703125 1646.382568359375 1271.98876953125 1726.604736328125],0.549676359,CE61WYL,0.193939431
1677,798,[863.5986490660532 1263.343062220254 1506.2764434293124 1852.276287130531],[1108.56396484375 1648.4930419921875 1276.135986328125 1734.4427490234375],0.541104436,CE61LYL,0.192537997
1679,798,[860.2276762375809 1273.778040882599 1500.5651667238044 1860.5233459358105],[1088.1710205078125 1661.7674560546875 1265.4932861328125 1745.3096923828125],0.541906476,CE61CYL,0.17023821
1684,798,[858.7956803470729 1293.3991243903356 1499.5597507406364 1881.9116280412109],[1085.479736328125 1685.078369140625 1266.5296630859375 1766.4903564453125],0.580618262,CE61LYL,0.444915676
1685,798,[858.6739131410499 1300.416579049735 1500.240841667886 1889.9280184716677],[1080.0970458984375 1686.9290771484375 1261.6688232421875 1774.08837890625],0.617979586,CE61LYL,0.504457208
1686,798,[855.2811869569941 1305.6220295930927 1494.9607847830202 1892.7518566739564],[1090.3551025390625 1698.32958984375 1247.3690185546875 1778.3349609375],0.606610358,CE61MYL,0.446713634
1688,798,[844.9282262247682 1311.6344823571353 1490.4095507757525 1902.829181074084],[1081.4503173828125 1709.165771484375 1248.802734375 1790.771484375],0.377335697,CE61MYL,0.523219705
1690,798,[840.4180204967297 1319.6894306267213 1485.8234162219305 1908.2837506237918],[1062.642822265625 1714.6171875 1236.212890625 1801.011474609375],0.400527954,CE61MYL,0.43006753
1691,798,[837.6509504226598 1324.149997331304 1487.6242291923522 1916.8851599204784],[1076.1983642578125 1723.7354736328125 1251.5570068359375 1803.4420166015625],0.53827697,CE61LYL,0.765325442
1692,798,[828.1344213189852 1326.909572394137 1490.1647101598383 1930.9462226346998],[1083.2154541015625 1734.5537109375 1240.4803466796875 1805.804443359375],0.582395732,CE61LYL,0.457601093
1693,798,[820.1166493919468 1327.2642036765428 1488.096428212546 1936.3526606396756],[1079.1656494140625 1736.3812255859375 1237.3739013671875 1808.273193359375],0.539817631,CE61WYL,0.259105863
1694,798,[811.5700794604537 1329.335853490829 1484.7914377946154 1942.8530336898405],[1041.375732421875 1730.2635498046875 1222.6929931640625 1818.7686767578125],0.620731652,CE61MYL,0.28409997
1696,798,[815.655818633227 1336.0508003358107 1490.0846800035108 1952.0879718960557],[1046.086669921875 1739.7681884765625 1223.84228515625 1826.6575927734375],0.62389642,CE61CYL,0.349188216
1697,798,[811.8313336820338 1340.9382242012905 1485.7357747199403 1956.1673174907785],[1062.802001953125 1749.063720703125 1232.490966796875 1838.24560546875],0.559750676,CE61WYL,0.38407642
1699,798,[812.42927224644 1348.7391761338836 1480.099046901094 1957.243680138185],[1048.2265625 1751.463134765625 1219.3360595703125 1846.57470703125],0.46824342,CE61MYL,0.522667334
1700,798,[809.7472685444093 1354.0497543931494 1478.2591365408348 1962.6009937211911],[1040.716552734375 1770.7100830078125 1232.5556640625 1851.55810546875],0.518805146,CE61CYL,0.325272881
1701,798,[810.8072447685905 1362.6729725283076 1478.6373725012618 1969.537194888624],[1046.2373046875 1781.0936279296875 1202.0487060546875 1851.1058349609375],0.414507627,CE61CYC,0.302451107
1703,798,[801.1911276087166 1373.7756705054378 1476.7184351020474 1986.009039071219],[1037.523193359375 1777.7080078125 1210.313232421875 1863.673828125],0.52314961,CE61CYL,0.677820758
1704,798,[793.1320049478884 1378.690415185049 1474.2543960010028 1994.5536297546587],[1044.46484375 1786.92626953125 1230.58642578125 1875.474609375],0.652289033,CE61WYL,0.157516343
1705,798,[785.5412529930079 1381.5619385212615 1472.8194071491016 2001.2554253447188],[1040.0267333984375 1786.735107421875 1224.4091796875 1878.5086669921875],0.650367856,CE61WYL,0.371294884
1706,798,[788.1153264868277 1384.9731398872218 1474.39210075853 2003.624436151521],[1040.4072265625 1798.93701171875 1229.4521484375 1889.4130859375],0.536092997,CE61CYL,0.107808813
1707,798,[783.9868891369704 1388.9654494482415 1475.1681676685905 2011.6490580284574],[1023.3336181640625 1804.5692138671875 1218.349365234375 1897.3077392578125],0.583331406,CE61LYL,0.603902005
1711,798,[754.7853494248319 1401.9436576929556 1464.6317569464463 2041.06306297831],[1012.2247924804688 1827.78076171875 1218.8603515625 1913.0137939453125],0.619238615,CE61CYL,0.590798495
1712,798,[745.5586506633067 1405.4730219918379 1461.977928714919 2049.554895452925],[1016.647705078125 1830.3878173828125 1214.7843017578125 1923.2607421875],0.545779884,CE61LVL,0.499875266
1713,798,[740.8242356272517 1410.9978800556364 1462.222136035672 2060.094088950451],[1017.0054931640625 1837.957763671875 1202.10791015625 1928.435302734375],0.604691505,CE61LYL,0.513065907
1714,798,[742.4626185666001 1414.3160084057279 1464.6241594180883 2065.1927924306137],[1017.8424682617188 1844.5228271484375 1216.662353515625 1937.3031005859375],0.59408474,CE61CYL,0.565820851
1715,798,[750.2849309387411 1420.6815094972494 1465.3180225002811 2065.9777452381777],[1006.3678588867188 1852.950439453125 1216.2332763671875 1941.23291015625],0.567871273,CE61LYL,0.260195687
1716,798,[750.3650424372247 1423.9396565104676 1467.599798783994 2072.8483626151337],[1004.851318359375 1851.065185546875 1190.8359375 1941.6060791015625],0.494652629,CE61CYL,0.185040345
1717,798,[753.7137980126247 1427.0674144947448 1468.40364031759 2076.0306804346314],[1004.192138671875 1858.568603515625 1189.349853515625 1946.56396484375],0.368338913,CE61VYL,0.298957596
1718,798,[748.3734220359163 1430.4775989956365 1459.7780003400667 2077.4538578754605],[1004.0218505859375 1860.3560791015625 1190.6927490234375 1954.594970703125],0.308710247,CE51WYL,0.22563499
1719,798,[742.0981736467766 1438.3510183969572 1455.6159327591176 2087.2565405393543],[996.49072265625 1879.72705078125 1193.438232421875 1964.148193359375],0.620950103,CE61WYL,0.469007971
1721,798,[733.4389430355412 1446.4928205058036 1448.6615692245123 2094.3427618292744],[997.8016357421875 1882.88671875 1182.83447265625 1974.3607177734375],0.681570172,CE61VYL,0.248805693
1722,798,[733.4565569227857 1455.3196158741898 1442.3924898519385 2095.2810809578405],[1003.24072265625 1895.3551025390625 1187.8326416015625 1984.56591796875],0.607527614,CE61VYL,0.22535168
